buying_high,buying_low,buying_med,buying_vhigh,maint_high,maint_low,maint_med,maint_vhigh,doors_2,doors_3,doors_4,doors_5more,persons_2,persons_4,persons_more,lug_boot_big,lug_boot_med,lug_boot_small,safety_high,safety_low,safety_med,class
False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,unacc
False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,acc
True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,unacc
False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,unacc
True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,unacc
False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,good
False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,acc
True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,unacc
True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,unacc
False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,unacc
False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,unacc
False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,unacc
False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,unacc
False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,acc
False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,unacc
False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,unacc
False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,unacc
False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,unacc
False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,unacc
False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,unacc
False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,unacc
False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,unacc
False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,good
False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,unacc
True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,unacc
False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,unacc
False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,unacc
True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,acc
False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,unacc
False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,unacc
False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,unacc
True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,unacc
False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,unacc
False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,vgood
False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,unacc
False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,unacc
False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,unacc
True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,acc
False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,acc
False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,unacc
True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,acc
False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,unacc
False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,vgood
False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,acc
True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,acc
False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,unacc
False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,unacc
False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,unacc
True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,unacc
True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,unacc
False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,unacc
True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,unacc
False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,unacc
True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,acc
False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,unacc
True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,unacc
False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,good
False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,acc
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,acc
False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,unacc
False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,unacc
False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,unacc
False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,acc
True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,acc
False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,unacc
False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,unacc
False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,unacc
True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,acc
False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,unacc
False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,unacc
False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,vgood
False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,acc
False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,acc
True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,unacc
False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,unacc
False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,unacc
False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,vgood
False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,acc
False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,unacc
True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,unacc
False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,unacc
True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,acc
False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,unacc
False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,unacc
False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,unacc
False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,acc
False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,unacc
False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,acc
True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,unacc
True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,acc
False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,unacc
False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,unacc
True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,unacc
False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,unacc
True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,unacc
False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,acc
False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,unacc
False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,unacc
False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,unacc
False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,acc
False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,vgood
True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,unacc
False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,unacc
True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,acc
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,acc
False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,unacc
False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,unacc
False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,unacc
True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,unacc
False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,unacc
False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,acc
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,acc
False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,unacc
False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,acc
True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,acc
True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,unacc
False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,acc
False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,acc
False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,unacc
False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,unacc
False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,unacc
False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,acc
True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,acc
True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,acc
False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,unacc
False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,unacc
True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,unacc
True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,unacc
False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,unacc
True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,acc
True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,unacc
False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,unacc
False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,unacc
False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,acc
False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,good
False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,unacc
True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,unacc
False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,unacc
False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,acc
False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,unacc
True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,unacc
False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,unacc
False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,unacc
False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,unacc
True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,unacc
False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,unacc
False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,unacc
True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,unacc
False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,unacc
False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,unacc
False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,unacc
False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,unacc
True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,acc
True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,unacc
False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,unacc
False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,unacc
False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,vgood
True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,unacc
False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,unacc
True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,unacc
False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,vgood
True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,acc
False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,unacc
False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,unacc
False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,unacc
True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,unacc
False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,unacc
False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,vgood
False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,unacc
False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,unacc
False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,acc
False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,acc
False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,unacc
False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,unacc
False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,unacc
True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,unacc
False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,unacc
True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,acc
False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,unacc
True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,unacc
False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,unacc
True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,unacc
False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,unacc
False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,unacc
False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,unacc
True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,unacc
False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,unacc
False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,unacc
False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,unacc
True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,unacc
True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,unacc
False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,unacc
True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,unacc
False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,unacc
False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,good
False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,acc
False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,acc
True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,unacc
False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,unacc
False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,unacc
False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,vgood
False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,unacc
False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,vgood
True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,unacc
False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,unacc
False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,unacc
False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,unacc
True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,unacc
False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,unacc
False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,unacc
False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,acc
False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,unacc
False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,unacc
False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,acc
True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,unacc
True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,unacc
False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,unacc
False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,unacc
True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,unacc
False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,unacc
True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,acc
True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,unacc
True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,unacc
False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,unacc
False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,acc
False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,unacc
False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,acc
False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,unacc
False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,unacc
False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,unacc
False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,unacc
True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,unacc
False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,unacc
False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,acc
False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,unacc
True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,unacc
False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,unacc
False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,unacc
True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,unacc
False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,good
False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,acc
True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,unacc
False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,unacc
False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,unacc
True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,unacc
False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,unacc
True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,acc
True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,unacc
True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,acc
True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,unacc
False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,unacc
False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,unacc
False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,unacc
False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,acc
False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,unacc
False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,unacc
False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,acc
False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,unacc
False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,unacc
False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,good
False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,unacc
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,acc
False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,good
True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,unacc
False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,unacc
False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,acc
False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,unacc
True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,unacc
False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,unacc
False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,unacc
False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,unacc
False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,unacc
False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,vgood
False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,acc
False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,vgood
True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,unacc
False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,good
True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,unacc
False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,acc
False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,acc
True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,unacc
False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,acc
False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,unacc
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,unacc
False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,unacc
False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,unacc
False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,unacc
True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,acc
False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,unacc
False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,unacc
True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,unacc
False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,acc
False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,good
False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,acc
False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,acc
True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,unacc
True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,unacc
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,unacc
True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,unacc
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,unacc
True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,acc
True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,unacc
False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,unacc
